BN4.SI;Keppel Corp Ltd;6.24;Stock;SES;
N21.SI;Noble Group Ltd;0.17;Stock;SES;
U96.SI;SEMBCorp Industries Ltd;3.19;Stock;SES;
D05.SI;DBS Group Holdings Ltd;18.81;Stock;SES;
U11.SI;United Overseas Bank Ltd;20.85;Stock;SES;
MC0.SI;Global Logistic Properties Ltd;2.58;Stock;SES;
C52.SI;ComfortDelGro Corp Ltd;2.42;Stock;SES;
C31.SI;CapitaLand Ltd;3.34;Stock;SES;
S58.SI;SATS Ltd;5.25;Stock;SES;
C6L.SI;Singapore Airlines Limited;10.00;Stock;SES;
H78.SI;Hongkong Land Holdings Ltd;6.72;Stock;SES;
CC3.SI;StarHub Ltd;3.02;Stock;SES;
S63.SI;新加坡技術動力有限公司;3.29;Stock;SES;
O39.SI;華僑銀行有限公司;9.39;Stock;SES;
C38U.SI;Capitamall Trust;1.95;Stock;SES;
40D.SI;$ Starburst;0.23;Stock;SES;
S68.SI;Singapore Exchange Ltd;7.41;Stock;SES;
S59.SI;SIA Engineering Co Ltd;3.56;Stock;SES;
S10.SI;超級集團有限公司;1.29;Stock;SES;
MN5.SI;XinRen Aluminum Holdings Ltd;0.60;Stock;SES;
E5H.SI;Golden Agri-Resources Ltd;0.43;Stock;SES;
B20.SI;Biosensors International Group Ltd;0.83;Stock;SES;
5TP.SI;$ CNMC Goldmine;0.42;Stock;SES;
Y92.SI;Thai Beverage PLC;0.87;Stock;SES;
T39.SI;新加坡報業控股有限公司;3.49;Stock;SES;
SK7.SI;OUE Hospitality Trust;0.69;Stock;SES;
SK3.SI;KrisEnergy Ltd;0.19;Stock;SES;
OV8.SI;Sheng Siong Group Ltd;0.95;Stock;SES;
J7X.SI;Tiger Airways Holdings Ltd;0.46;Stock;SES;
G13.SI;Genting Singapore PLC;0.98;Stock;SES;
G07.SI;Great Eastern Hldgs Ltd;20.73;Stock;SES;
F34.SI;Wilmar International Ltd;3.94;Stock;SES;
D5IU.SI;Lippo Malls Indonesia Retail Trust;0.39;Stock;SES;
D1R.SI;ARA Asset Management Limited;1.71;Stock;SES;
AWI.SI;Thakral Corporation Ltd;0.22;Stock;SES;
5WA.SI;$ IHC;0.07;Stock;SES;
5IG.SI;Gallant Venture Ltd;0.12;Stock;SES;
558.SI;UMS Holdings Ltd;0.64;Stock;SES;
Z74.SI;Singapore Telecommunications Limited;3.89;Stock;SES;
T82U.SI;Suntec Real Estate Inv Trust;1.69;Stock;SES;
R01.SI;Raffles Medical Group Ltd;4.61;Stock;SES;
P8Z.SI;Bumitama Agri Ltd;0.80;Stock;SES;
P8A.SI;Cordlife Group Ltd;0.97;Stock;SES;
O9E.SI;Parkson retail Asia Ltd;0.12;Stock;SES;
O23.SI;Osim International Ltd;1.39;Stock;SES;
NS8U.SI;Hutchison Port Holdings Trust;0.43;Stock;SES;
N4E.SI;Nam Cheong Limited;0.06;Stock;SES;
J37.SI;Jardine Strategic Holdings Ltd;38.01;Stock;SES;
D03.SI;Del Monte Pacific Ltd;0.35;Stock;SES;
C61U.SI;CapitaCommercial Trust;1.54;Stock;SES;
C09.SI;City Developments Ltd;9.22;Stock;SES;
C07.SI;Jardine Cycle & Carriage Ltd;41.32;Stock;SES;
BS6.SI;Yangzijiang Shipbuilding (Holdings) Ltd;0.82;Stock;SES;
BCV.SI;Qian Hu Corporation Limited;0.17;Stock;SES;
AP4.SI;Riverstone Holdings Ltd;0.89;Stock;SES;
ADP.SI;Swissco Holdings Ltd;0.05;Stock;SES;
A35.SI;ABF Singapore Bond Index Fund;1.14;Stock;SES;
A26.SI;亞洲食品及不動產有限公司;0.45;Stock;SES;
A17U.SI;Ascendas Real Estate Inv Trust;2.46;Stock;SES;
A04.SI;ASL Marine Holdings Ltd;0.14;Stock;SES;
600.SI;Hyflux Ltd;0.53;Stock;SES;
5PL.SI;SBI Offshore Ltd.;0.09;Stock;SES;
5OU.SI;China Environment Ltd;0.04;Stock;SES;
5ME.SI;Ezion Holdings Ltd;0.42;Stock;SES;
5FL.SI;Falcon Energy Group Ltd;0.14;Stock;SES;
5DA.SI;BreadTalk Group Ltd;1.29;Stock;SES;
593.SI;Lee Metal Group Ltd;0.31;Stock;SES;
573.SI;Challenger Technologies Limited;0.49;Stock;SES;
42R.SI;Jumbo Group Limited;0.77;Stock;SES;
40N.SI;$ Versalink;0.16;Stock;SES;
Y45.SI;Singapore Windsor Holdings Ltd;0.61;Stock;SES;
UD2.SI;Japfa Ltd;1.05;Stock;SES;
U6C.SI;PACC Offshore Services Holdings Ltd;0.38;Stock;SES;
U14.SI;UOL Group Ltd;6.42;Stock;SES;
U13.SI;United Overseas Insurance Ltd;4.85;Stock;SES;
U09.SI;UPP Holdings Ltd;0.31;Stock;SES;
T13.SI;RH Petrogas Ltd;0.11;Stock;SES;
S69.SI;Serial System Ltd;0.14;Stock;SES;
S51.SI;SembCorp Marine Ltd;1.51;Stock;SES;
S3N.SI;OKH Global Ltd.;0.06;Stock;SES;
RC5.SI;Triyards Holdings Ltd;0.29;Stock;SES;
Q1P.SI;Ascendas Hospitality Trust;0.74;Stock;SES;
P9J.SI;Global Premium Hotels Ltd;0.30;Stock;SES;
O9A.SI;db x-trackers - MSCI Singapore IM Index UCITS ETF (DR);1.18;Stock;SES;
O5RU.SI;AIMS AMP Capital Industrial REIT;1.36;Stock;SES;
O15.SI;Oversea-Chinese Banking Corp Ltd;0.00;Stock;SES;
N2IU.SI;Mapletree Commercial Trust;1.53;Stock;SES;
MT7.SI;Lyxor AsiaRE US$;9.09;Stock;SES;
MQ4.SI;Bund Center Investment Ltd;0.18;Stock;SES;
M9F.SI;XMH Holdings Ltd;0.27;Stock;SES;
M41.SI;Macquarie Int'l Infra Fund Ltd;0.00;Mutual Fund;SES;
M11.SI;Manufacturing Integration Technology Ltd;0.15;Stock;SES;
K71U.SI;Keppel REIT;1.01;Stock;SES;
K6S.SI;Prudential PLC;19.10;Stock;SES;
K2LU.SI;Cache Logistics Trust;0.80;Stock;SES;
J03.SI;Jadason Enterprises Ltd;0.02;Stock;SES;
H64.SI;HTL International Holdings Ltd;1.00;Stock;SES;
H30.SI;Hong Fok Corp Ltd;0.67;Stock;SES;
H02.SI;Haw Par Corp Ltd;9.57;Stock;SES;
G92.SI;China Aviation Oil (Singapore) Corp Ltd;1.54;Stock;SES;
F86.SI;MYP Ltd;0.16;Stock;SES;
ES3.SI;SPDR Straits Times Index ETF;3.11;Stock;SES;
E94.SI;Lizhong Wheel Group Ltd;0.00;Stock;SES;
E3B.SI;Wee Hur Holdings Ltd;0.24;Stock;SES;
E16.SI;Elec & Eltek International Co Ltd;1.01;Stock;SES;
DM0.SI;Hanwell Holdings Ltd;0.23;Stock;SES;
D07.SI;SPDR Dow Jones Industrial Average ETF Trust;199.92;Stock;SES;
C76.SI;Creative Technology Ltd;0.93;Stock;SES;
BRE.SI;Linc Energy Ltd;0.09;Stock;SES;
BQD.SI;Envictus International Holdings Limited;0.54;Stock;SES;
BN2.SI;Valuetronics Holdings Ltd;0.55;Stock;SES;
BLL.SI;PSL Holdings Limited;0.38;Stock;SES;
BKY.SI;Avi-Tech Electronics Limited;0.32;Stock;SES;
BJV.SI;Yamada Green Resources Limited;0.51;Stock;SES;
BIX.SI;Ellipsiz Ltd;0.40;Stock;SES;
B73.SI;Global Investments Ltd;0.14;Stock;SES;
B61.SI;Bukit Sembawang Estates Ltd;4.98;Stock;SES;
B58.SI;Banyan Tree Holdings Ltd;0.50;Stock;SES;
B10.SI;Boardroom Ltd;0.61;Stock;SES;
AWQ.SI;A-Sonic Aerospace Limited;0.16;Stock;SES;
AWO.SI;Mirach Energy Limited;0.09;Stock;SES;
AW9U.SI;First Real Estate Investment Trust;1.27;Stock;SES;
AVV.SI;CEI Limited;0.88;Stock;SES;
AK3.SI;Swiber Holdings Ltd;0.00;Stock;SES;
ACV.SI;Frasers Hospitality Trust;0.66;Stock;SES;
A23.SI;Auric Pacific Group Ltd;1.44;Stock;SES;
5WR.SI;$ Xyec;0.30;Stock;SES;
5UO.SI;$ Sysma;0.08;Stock;SES;
5UL.SI;$ Atlantic Nav;0.19;Stock;SES;
5OI.SI;Japan Foods Holding Ltd;0.42;Stock;SES;
5NG.SI;Healthway Medical Corp Ltd;0.04;Stock;SES;
5MQ.SI;Epicentre Holdings Ltd;0.17;Stock;SES;
5KI.SI;Soup Restaurant Group Ltd;0.19;Stock;SES;
5GI.SI;Interra Resources Ltd;0.08;Stock;SES;
5G3.SI;$ TalkMed;1.22;Stock;SES;
5DO.SI;Sakae Holdings Ltd;0.33;Stock;SES;
5CQ.SI;Technics Oil & Gas Ltd;0.07;Stock;SES;
578.SI;KS Energy Ltd;0.10;Stock;SES;
42Z.SI;Eindec Corporation Limited;0.05;Stock;SES;
40V.SI;$ Singapore-eDev;0.04;Stock;SES;
40S.SI;Perennial Real Estate Holdings Ltd;0.75;Stock;SES;
40E.SI;$ Spackman;0.18;Stock;SES;
Z25.SI;仁恒置地集团有限公司;1.39;Stock;SES;
Y35.SI;CEFC International Ltd;0.19;Stock;SES;
Y03.SI;Yeo Hiap Seng Ltd;1.38;Stock;SES;
X06.SI;Sinopipe Holdings Ltd;0.13;Stock;SES;
TI6.SI;Linc Energy Ltd;0.05;Stock;SES;
W05.SI;Wing Tai Holdings Ltd;1.73;Stock;SES;
V69.SI;Union Steel Holdings Ltd;0.00;Stock;SES;
V03.SI;Venture Corp Ltd;10.24;Stock;SES;
UQ4.SI;EMAS Offshore Limited;0.08;Stock;SES;
UD3.SI;Pteris Global Ltd;0.85;Stock;SES;
U9E.SI;China Everbright Water Limited;0.45;Stock;SES;
U77.SI;Sarine Technologies Ltd;1.85;Stock;SES;
U04.SI;United Engineers Ltd;2.84;Stock;SES;
TS0U.SI;OUE Commercial Real Estate Investment Trust;0.70;Stock;SES;
TQ5.SI;Frasers Centrepoint Limited;1.58;Stock;SES;
T8B.SI;Viva Industrial Trust;0.77;Stock;SES;
T55.SI;TIH Ltd;0.45;Stock;SES;
T4E.SI;Compact Metal Industries Ltd;0.02;Stock;SES;
T35.SI;Sunningdale Tech Ltd;0.00;Stock;SES;
T19.SI;Transcorp Holdings Ltd;0.03;Stock;SES;
T16.SI;China Dairy Group Ltd;0.19;Stock;SES;
T15.SI;Tan Chong International Ltd;2.25;Stock;SES;
S71.SI;Sunright Ltd;0.32;Stock;SES;
S61.SI;SBS Transit Ltd;2.20;Stock;SES;
S53.SI;SMRT Corp Ltd;1.68;Stock;SES;
S46.SI;San Teh Ltd;0.23;Stock;SES;
S24.SI;STATS ChipPAC Ltd;0.00;Stock;SES;
S23.SI;Singapura Finance Ltd;0.85;Stock;SES;
S21.SI;Genting Hong Kong Ltd;0.31;Stock;SES;
S19.SI;Singapore Shipping Corp Ltd;0.25;Stock;SES;
S08.SI;Singapore Post Ltd;1.47;Stock;SES;
S05.SI;Sim Lian Group Ltd;1.08;Stock;SES;
RW0U.SI;Mapletree Greater China Commercial Trust;0.95;Stock;SES;
RQ1.SI;Overseas Education Ltd;0.36;Stock;SES;
QS9.SI;Global Invacom Group Ltd;0.16;Stock;SES;
QC7.SI;Q & M Dental Group (Singapore) Ltd;0.69;Stock;SES;
Q5T.SI;Far East Hospitality Trust;0.61;Stock;SES;
Q0F.SI;IHH Healthcare Bhd;2.00;Stock;SES;
T06.SI;Tiong Woon Corp Holding Ltd;0.10;Stock;SES;
P58.SI;Lyxor UCITS ETF China Enterprise (HSCEI);13.91;Stock;SES;
P40U.SI;Starhill Global Real Estate Investment Trust;0.76;Stock;SES;
P13.SI;Penguin International Ltd;0.11;Stock;SES;
P11.SI;Pacific Andes Resources Development Ltd;0.02;Stock;SES;
O87.SI;GLD US$;115.15;Stock;SES;
O32.SI;Olam International Ltd;2.00;Stock;SES;
O10.SI;Far East Orchard Ltd;1.48;Stock;SES;
O05.SI;Ocean Sky International Ltd;0.05;Stock;SES;
ND8U.SI;Frasers Commercial Trust;1.27;Stock;SES;
N33.SI;Nomura Holdings Inc;1.99;Stock;SES;
N08.SI;New Toyo International Holdings Ltd;0.28;Stock;SES;
N03.SI;Neptune Orient Lines Ltd;1.30;Stock;SES;
MS7.SI;Vard Holdings Ltd;0.25;Stock;SES;
ME8U.SI;Mapletree Industrial Trust;1.63;Stock;SES;
M62.SI;CIMB FTSE Asean 40 ETF;8.51;Stock;SES;
M1GU.SI;Sabana Shari'ah Compliant Industrial Real Estate Investment Trust;0.38;Stock;SES;
M14.SI;InnoTek Ltd;0.32;Stock;SES;
M01.SI;Metro Holdings Ltd;1.07;Stock;SES;
L20.SI;LifeBrandz Ltd;0.00;Stock;SES;
LJ3.SI;OUE Ltd;1.85;Stock;SES;
LG8.SI;db x-trackers - MSCI India Index UCITS ETF;9.78;Stock;SES;
L5I.SI;Abterra Ltd;0.40;Stock;SES;
L38.SI;LCD Global Investments Ltd;0.17;Stock;SES;
L17.SI;LTC Corporation Ltd;0.53;Stock;SES;
L02.SI;Manhattan Resources Ltd;0.09;Stock;SES;
KV8.SI;db x-trackers II - EONIA UCITS ETF;149.06;Stock;SES;
KJ7.SI;db x-trackers - MSCI Indonesia Index UCITS ETF;13.62;Stock;SES;
KJ5.SI;BBR Holdings (S) Ltd;0.18;Stock;SES;
K3OD.SI;PetroChina Co Ltd;71.00;Stock;SES;
K2N.SI;China Minzhong Food Corp Ltd;1.20;Stock;SES;
K11.SI;Keppel Telecommunications & Transportation Ltd;1.69;Stock;SES;
NF1.SI;Sapphire Corp Ltd;0.02;Stock;SES;
J85.SI;CDL Hospitality Trusts;1.43;Stock;SES;
J0P.SI;db x-trackers - MSCI World Index UCITS ETF;4.94;Stock;SES;
IH2.SI;DBXT MSKorea US$;60.54;Stock;SES;
I85.SI;亨鑫科技有限公司;0.30;Stock;SES;
I17.SI;IS S&P500 US$;190.61;ETF;SES;
I11.SI;Ipco International Ltd;0.00;Stock;SES;
H15.SI;Hotel Properties Ltd;3.63;Stock;SES;
G3B.SI;Nikko AM Singapore STI ETF;3.11;Stock;SES;
G1M.SI;Lyxor UCITS ETF MSCI Malaysia;7.01;Stock;SES;
G11.SI;Global Tech (Holdings) Ltd;0.04;Stock;SES;
G10.SI;Yuexiu Property Co Ltd;0.19;Stock;SES;
F9D.SI;Boustead Singapore Ltd;0.83;Stock;SES;
F99.SI;Fraser and Neave Ltd;2.07;Stock;SES;
F83.SI;中远投资（新加坡）有限公司;0.28;Stock;SES;
F31.SI;Fragrance Group Ltd;0.18;Stock;SES;
J16.SI;GSH Corp Ltd;0.00;Stock;SES;
E6A.SI;Yongmao Holdings Ltd;0.00;Stock;SES;
DU4.SI;Mermaid Maritime Public Co Ltd;0.20;Stock;SES;
D79.SI;C&G Environmental Protection Holdings Ltd;0.11;Stock;SES;
D4N.SI;China New Town Development Co Ltd;0.07;Stock;SES;
D04.SI;Datapulse Technology Ltd;0.00;Stock;SES;
D01.SI;Dairy Farm International Holdings Ltd;8.25;Stock;SES;
CT1.SI;Avi-Tech Electronics Ltd;0.00;Stock;SES;
C41.SI;Cortina Holdings Limted;0.80;Stock;SES;
C33.SI;Chuan Hup Holdings Ltd;0.24;Stock;SES;
C2PU.SI;Parkway Life Real Estate Investment Trust;2.40;Stock;SES;
C22.SI;China Merchants Holdings (Pacific) Ltd;1.00;Stock;SES;
C10.SI;Chosen Holdings Ltd;0.00;Stock;SES;
BRD.SI;Sapphire Corporation Limited;0.31;Stock;SES;
BQM.SI;Tiong Woon Corporation Holding Ltd;0.25;Stock;SES;
BOL.SI;Memtech International Ltd.;0.63;Stock;SES;
BMH.SI;Hupsteel Limited;0.69;Stock;SES;
BLU.SI;GRP Limited;0.23;Stock;SES;
BLT.SI;K1 Ventures Limited;0.88;Stock;SES;
BLS.SI;Hotung Investment Holdings Limited;1.54;Stock;SES;
BLR.SI;Darco Water Technologies Limited;0.50;Stock;SES;
BHQ.SI;Sunningdale Tech Ltd;1.13;Stock;SES;
BGK.SI;Swiber Holdings Limited;0.11;Stock;SES;
BFI.SI;Tiong Seng Holdings Limited;0.23;Stock;SES;
BCX.SI;China Flexible Packaging Holdings Limited;0.83;Stock;SES;
BCD.SI;China Yuanbang Property Holdings Limited;0.36;Stock;SES;
BAI.SI;S i2i Limited;2.17;Stock;SES;
B7K.SI;Sin Ghee Huat Corp Ltd;0.18;Stock;SES;
B2F.SI;M1 Ltd;2.03;Stock;SES;
B0Z.SI;China Fishery Group Ltd;0.08;Stock;SES;
B0I.SI;Foreland Fabrictech Holdings Ltd;0.01;Stock;SES;
AZZ.SI;China Gaoxian Fibre Fabric Holdings Ltd.;0.05;Stock;SES;
AZG.SI;8Telecom International Holdings Co. Ltd.;0.15;Stock;SES;
AYD.SI;Plastoform Holdings Limited;0.20;Stock;SES;
AWZ.SI;Multi-Chem Limited;0.66;Stock;SES;
AWS.SI;Global Yellow Pages Limited;0.18;Stock;SES;
AWM.SI;Shanghai Turbo Enterprises Ltd;0.71;Stock;SES;
AWK.SI;Fuxing China Group Limited;0.72;Stock;SES;
AWE.SI;SP Corporation Limited;0.55;Stock;SES;
AVZ.SI;Aztech Group Ltd;0.42;Stock;SES;
AUE.SI;Golden Energy and Resources Limited;0.52;Stock;SES;
AU8U.SI;CapitaRetail China Trust;1.43;Stock;SES;
ATL.SI;Courage Marine Group Limited;0.86;Stock;SES;
B32.SI;BH Global Corp Ltd;0.09;Stock;SES;
AJBU.SI;Keppel DC REIT;1.20;Stock;SES;
AJ2.SI;Ouhua Energy Holdings Ltd;0.03;Stock;SES;
AGS.SI;The Hour Glass Limited;0.62;Stock;SES;
A68U.SI;Ascott Residence Trust Management Ltd;1.14;Stock;SES;
A55.SI;Asia Enterprises Holding Ltd;0.19;Stock;SES;
A52.SI;AnnAik Ltd;0.06;Stock;SES;
A50.SI;Rowsley Ltd;0.12;Stock;SES;
A31.SI;Addvalue Technologies Ltd;0.04;Stock;SES;
5WV.SI;$ AsiaPhos;0.09;Stock;SES;
5WF.SI;$ ISOTeam;0.43;Stock;SES;
5UZ.SI;$ DeClout;0.17;Stock;SES;
5UN.SI;$ Sincap;0.02;Stock;SES;
5UJ.SI;$ Neo;0.57;Stock;SES;
5UE.SI;$ SHC Capital Asia;0.05;Stock;SES;
5TW.SI;$ ChasWood Res;0.02;Stock;SES;
5TN.SI;$ IEV;0.07;Stock;SES;
5SO.SI;Duty Free International Limited;0.42;Stock;SES;
5RA.SI;$ APAC Strategic;0.01;Stock;SES;
5PF.SI;Jason Marine Group Ltd.;0.13;Stock;SES;
5OT.SI;Singapore Medical Group Ltd;0.48;Stock;SES;
5OQ.SI;Teho International Inc Ltd;0.05;Stock;SES;
5NF.SI;Mencast Holdings Ltd;0.15;Stock;SES;
5MZ.SI;Kingsmen Creatives Ltd;0.60;Stock;SES;
5MS.SI;Memstar Technology Ltd;0.00;Stock;SES;
5JS.SI;Indofood Agri Resources Ltd;0.54;Stock;SES;
5JK.SI;Hiap Hoe Ltd;0.70;Stock;SES;
5IC.SI;SING Holdings Ltd;0.32;Stock;SES;
5IB.SI;Albedo Ltd;0.01;Stock;SES;
5I1.SI;$ KOP;0.10;Stock;SES;
5GJ.SI;AusGroup Ltd;0.05;Stock;SES;
5GB.SI;SIIC Environment Holdings Ltd;0.00;Stock;SES;
5FR.SI;Envictus International Holdings Ltd;0.03;Stock;SES;
5FQ.SI;Select Group Ltd;0.52;Stock;SES;
5F7.SI;$ Wilton Resources;0.07;Stock;SES;
5F4.SI;$ Figtree;0.17;Stock;SES;
5ER.SI;Best world international Ltd;1.86;Stock;SES;
5EG.SI;Zhongxin Fruit and Juice Ltd;0.01;Stock;SES;
5DN.SI;Ezra Holdings Ltd;0.05;Stock;SES;
5CJ.SI;Chinese Global Investors Group Ltd;0.01;Stock;SES;
5BM.SI;MFS Technology Ltd;0.01;Stock;SES;
5AM.SI;Asiatravel.com Holdings Ltd;0.10;Stock;SES;
584.SI;OEL (Holdings) Ltd;0.01;Stock;SES;
545.SI;Vallianz Holdings Ltd;0.02;Stock;SES;
541.SI;Craft Print International Ltd;0.05;Stock;SES;
533.SI;ABR Holdings Ltd;0.71;Stock;SES;
500.SI;Tai Sin Electric Ltd;0.40;Stock;SES;
43D.SI;$ MM2 Asia;0.44;Stock;SES;
42L.SI;$ TLV;0.10;Stock;SES;
42G.SI;Soo Kee Group Ltd.;0.14;Stock;SES;
40W.SI;ZICO Holdings Inc;0.29;Stock;SES;
40R.SI;Serrano Ltd;0.00;Stock;SES;
40F.SI;$ Alliance Mineral;0.13;Stock;SES;
5ET.SI;Asiasons Capital Ltd;0.00;Stock;SES;
_SMETR.SI;SMETR;446.89;Index;SES;
UQ7.SI;Beijing Gas Blue Sky Holdings Limited;0.10;Stock;SES;
5DW.SI;Renewable Energy Asia Group Ltd;0.02;Stock;SES;
I98.SI;iShares Southeast Asia Trust - iShares MSCI India Index ETF;7.00;Stock;SES;
K75.SI;Koh Brothers Group Ltd;0.27;Stock;SES;
K3ID.SI;China Unicom (Hong Kong) Ltd;13.40;Stock;SES;
EB5.SI;First Resources Ltd;1.93;Stock;SES;
C9Q.SI;Sinostar Pec Holdings Ltd;0.15;Stock;SES;
5DL.SI;Koon Holdings Ltd;0.12;Stock;SES;
_SOGTR.SI;SOGTR;218.42;Index;SES;
5BS.SI;PNE Micron Holdings Ltd;0.03;Stock;SES;
AXA.SI;Multi - Chem 1;0.00;Stock;SES;
KF8.SI;DBXT MSUSA US$;59.17;Stock;SES;
5RJ.SI;$ Accrelist;0.01;Stock;SES;
596.SI;Pavillon Holdings Ltd;0.05;Stock;SES;
GG0.SI;OCBC Capital Corp;105.00;Stock;SES;
_SGXOS.SI;SGXOS;244.71;Index;SES;
BLXR.SI;CSC R;0.01;Stock;SES;
L6T.SI;PSL Holdings Ltd;0.00;Stock;SES;
AOF.SI;Amplefield Limited;0.04;Stock;SES;
S91.SI;Alibaba Pictures Group Ltd;1.27;Stock;SES;
5OX.SI;Mary Chia Holdings Ltd;0.06;Stock;SES;
5HG.SI;Edition Ltd;0.01;Stock;SES;
I03.SI;Informatics Education Ltd;0.01;Stock;SES;
BHRR.SI;Croesus RTrust R;0.21;Stock;SES;
L34.SI;Luxking Group Holdings Ltd;0.00;Stock;SES;
T41.SI;TeleChoice International Ltd;0.27;Stock;SES;
